text_id,post_text,actual,predicted,confidence
TXT_06706,Jiujitsu test tomorrow... I think it might be the first time im nervous about... Anything in almost a year,Negative,Neutral,0.398
TXT_00678,"October 6th can't come any faster... I will be eating a McMuffin at noon while reading the new, fully illustrated Harry Potter book. #nerd",Positive,Negative,0.395
TXT_07545,@user it comes out NOV 13 if it does come out.  Nintendo is notorious for rumors trust me ha,Neutral,Negative,0.387
TXT_04571,"""Roll call: who's going to the Foo Fighters show tomorrow? I'll be there with my mom, who will tell me to ease up on the beer, JUSTINE RUTH.""",Positive,Neutral,0.387
TXT_06876,"""Roll call: who's going to the Foo Fighters show tomorrow? I'll be there with my mom, who will tell me to ease up on the beer, JUSTINE RUTH.""",Positive,Neutral,0.387
TXT_02389,Cannot believe I've just downloaded an avenged sevenfold track to play alongside mariah Carey and bow wow tomorrow lol,Neutral,Positive,0.385
TXT_07967,"""PSYCHED that Jeff Shaara just released the 1st of 3 new books! """"""""Blaze of Glory"""""""" about the Shiloh &amp; the Western theatre of the Civil War!""",Positive,Negative,0.385
TXT_04549,"""Came 6 hours before the Ed Sheeran concert began,i waited in the hot sun and almost passed out with barely any water.But it was so worth it""",Positive,Negative,0.382
TXT_02299,@user She's just following Madonna's playbook. Like A Virgin was a hit when I was in 10th grade or so--so this all looks familiar.,Positive,Negative,0.382
TXT_03151,"""Excited to read """"Go Set a Watchman"""" on Tuesday.  But can it possibly live up to """"To Kill a Mockingbird?""""  Any opinions?""",Positive,Neutral,0.379
TXT_08000,Harper Lee's second novel Go Set a Watchman may be block-buster; but the big read is Charles Dickens' All the Year Round.,Positive,Neutral,0.375
TXT_02730,Starting off my sunday with Resident evil operation raccoon city,Neutral,Positive,0.37
TXT_01151,I wish I was going to MetLife tonight but I'm not upset about it cause I'm going to Baltimore on Saturday....,Positive,Neutral,0.368
TXT_08607,"""On a break from the law world ... At Roskilde Festival, soaking up pre-fest sun and writing a piece on Danish ethos !",Positive,Neutral,0.366
TXT_05143,@user ah! The old Rohypnol in a glass of milk ruse. Your gunna be sore when you wake up tomorrow.,Negative,Positive,0.366
TXT_06676,Totally going to the Marijuana March in dt Cleve brb. #NOT,Negative,Neutral,0.357
